age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
58, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.77815125,118.8843593
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
48, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
45, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
41, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.707570176,110.7826503
27, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.538573734,93.55726735
44, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
32, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
46, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
52, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, No,3.954242509,52.15617117
22, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,3.77815125,43.73511168
53, Male, Widowed, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.763427994,117.1468169
34, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
38, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5,148.4131591
42, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.62324929,101.8243521
25, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.544068044,94.07271475
29, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.462397998,86.69515483
28, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.954242509,141.7751723
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.204119983,66.96164432
55, Male, Married, Black, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
56, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.661244609,105.7676396
41, Male, Divorced, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.77815125,118.8843593
61, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.176091259,176.9896505
47, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.176091259,65.11085372
52, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.447158031,85.38394038
27, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.278753601,72.15045568
33, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.491361694,89.24288466
58, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.176091259,65.11085372
27, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.982271233,145.8051634
52, Male, Separated, Black, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
45, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,3.716003344,41.09980363
22, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.225309282,68.3956538
25, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.397940009,81.28325328
25, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
41, Male, Married, Black, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.875061263,130.9821774
54, Male, Separated, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5,148.4131591
23, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397244581,81.22674631
36, Male, Never Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.146128036,63.188861
31, Male, Separated, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.544068044,94.07271475
52, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.5289167,92.65813017
46, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, No,4.342422681,76.89360252
45, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
40, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.380211242,79.85490031
33, Male, Never Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.462397998,86.69515483
42, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.897627091,133.9715001
41, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.832508913,125.5254984
25, Male, Never Married, Other, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.531478917,92.89584479
24, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.278753601,72.15045568
24, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.77815125,118.8843593
51, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.255272505,70.47601965
41, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.84509804,127.1157438
42, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
30, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
55, Male, Married, Asian, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4,54.59815003
23, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.431363764,84.04595765
60, Male, Divorced, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.447158031,85.38394038
40, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.954242509,141.7751723
41, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.707570176,110.7826503
80, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.380211242,79.85490031
53, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.579783597,97.49329405
40, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,5.146128036,171.7651326
35, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.923487528,137.4812478
55, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.322219295,75.35567932
24, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.301029996,73.77574327
39, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
30, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.556302501,95.23071257
68, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.477121255,87.98103279
54, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.698970004,109.8339856
27, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.397940009,81.28325328
34, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
53, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.84509804,127.1157438
48, Male, Married, Black, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.447158031,85.38394038
59, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
30, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.77815125,118.8843593
45, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.096910013,163.515864
39, Male, Married, Other, College Grad, Middle Atlantic, Information, <=Good, Yes,4.653212514,104.9215065
45, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, <=Good, No,4.602059991,99.6894637
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.641005851,281.7459706
30, Male, Never Married, Black, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.929418926,138.2991269
57, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
53, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.919078092,136.8763676
42, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.230448921,186.8766776
23, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.505149978,90.48191336
58, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.447158031,85.38394038
43, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.977723605,145.1436012
33, Male, Divorced, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.792391689,120.5894365
56, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.62324929,101.8243521
37, Male, Married, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.69019608,108.8745258
41, Male, Divorced, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,3.653405491,38.60591452
33, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.531478917,92.89584479
50, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.838849091,126.3238807
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.255272505,191.5736835
53, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.049218023,155.9005061
37, Male, Widowed, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
20, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.079181246,59.09706408
26, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
29, Male, Divorced, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.505149978,90.48191336
57, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
47, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,5.021189299,151.5914842
54, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,5.606885241,272.2947832
38, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.579783597,97.49329405
23, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.221153322,68.11199407
31, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.84509804,127.1157438
43, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.606885241,272.2947832
33, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, No,4.716003344,111.7208494
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.84509804,127.1157438
33, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
52, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
30, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.245512668,69.79153085
44, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.544068044,94.07271475
38, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.846337112,127.273347
51, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.079181246,160.6424754
47, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,5.146128036,171.7651326
28, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.954242509,141.7751723
52, Male, Divorced, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.748188027,115.3750386
23, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.278753601,72.15045568
65, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
27, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
33, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,3.041392685,20.93437794
49, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.380211242,79.85490031
27, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.633468456,102.8702469
48, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.748188027,115.3750386
38, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.579783597,97.49329405
58, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.653212514,104.9215065
40, Male, Married, Asian, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,4.748188027,115.3750386
46, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.537819095,93.48669204
53, Male, Married, Black, Some College, Middle Atlantic, Information, <=Good, Yes,4.812913357,123.0896998
25, Male, Never Married, Black, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
42, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.568201724,96.37065283
40, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.431363764,84.04595765
35, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.84509804,127.1157438
50, Male, Separated, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.556302501,95.23071257
34, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
48, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.633468456,102.8702469
49, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.716003344,111.7208494
41, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, No,4.544068044,94.07271475
37, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.84509804,127.1157438
58, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
28, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.221153322,68.11199407
33, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.857332496,128.6804882
50, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.969308723,143.9273594
